app_name,app_package,app_categoryId,reviewId,review,reply,userName,score,at,extracted_features
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,00280421-44e5-4026-8374-72b714bfe6ec,"Buggy (eg. notifications just don't work for me), there's no way to quit when you are done, and it uses a lot of the battery ... but great when it works. Edit: They say to contact support, but I did and they haven't gotten back for weeks now.","Make sure you aren't logged in on another client and try setting server notifications to @mentions. If you're still having trouble, change your password and verify your notification settings with this guide: https://support.discord.com/hc/en-us/articles/218892547",Jeremy Walker,3,"Nov 06, 2024",Buggy;UseLot;Edit
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,2966add5-6b3f-40dc-8057-41fc61c03dba,it's gotten so many bugs overtime and discord doesn't do anything to fix it. I can't access the shop or change pfps without being kicked out of app.,"Try reinstalling the app and restarting your device. If issues persist, see this article: https://support.discord.com/hc/en-us/articles/13148417007767",Broken Lexi,3,"Nov 06, 2024",GetSoManyBug;AccessShop
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,cc5fe35b-2338-4183-99bc-4b925c68da43,"One Star. LITERALLY, one freaking star. Because you know why? Well when u try to change my email, I can't. It will always be the old email, can u like fix this?","If you're having trouble updating your email, please submit a support ticket here so we can provide assistance: dis.gd/contact",Princess Javelina,1,"Nov 06, 2024",OneStar;LiterallyOneFreakingStar;ChangeEmail
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,eb087c7a-2699-4e45-8d02-61bd20fd3fcc,My account was banned for no reason. Can no longer chat. Tried to reach out to support. They won't give me any response. They also said my account would be unbanned on a certain day and my account is still unusable. Clearly no care towards their users,,Cody Zwiers,1,"Nov 06, 2024",GiveResponse;ClearlyCare
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,341202b8-3206-4ef4-a21b-08d580e38bf7,"Overall it's good, but it would be better if there was an ""delete all"" button for deleting messages. I can't delete things one by one ESPECIALLY it I text a person a lot. So if you add something that deletes all the chats for you or at least a ""select"" button where you can select messages then it would be a 5!",,Lame-O Jame-O,4,"Nov 06, 2024",DeleteMessage;DeleteThing;DeleteAllChat
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,3daf23b4-6578-49d5-a650-5668a557d1ac,"kinda works, why push notifications work sometimes, then randomly stop working. nothing really fixes it. tried everything i could think of and followed guides aswell. pixel 7 pro Edit: I have tried all of these things. the notifications were working perfectly fine 2 hours ago. now i get nothing. this happens on and off randomly. has been happening for years.",Please ensure you're not logged in simultaneously on another device. Try changing your notification settings to @mentions and see if that works. Additional troubleshooting can be found here: https://support.discord.com/hc/en-us/articles/218892547,Nate Bertrand,2,"Nov 06, 2024",FollowGuide
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,b7564cfa-376c-4fe7-8dde-7cffb6f3d37f,Long answer short: not great not bad.,"Your device might be running low on memory, causing other apps, including Discord, to close. If issues persist, feel free to contact our support team here: Dis.gd/contact",not_inv1sible,3,"Nov 06, 2024",LongAnswer
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,c11a75ee-3c94-42b9-9311-01c2c2e68c51,As usual Discord updates the UI and makes it worst. Now in landscape mode you are forced to see your server and dm list while talking to someone. Who thought this was a good idea ?,"Thanks for your feedback on the UI update. Check out our Help Center article for details on the changes: https://support.discord.com/hc/articles/12654190110999. If you need more help, reach out to our support team via dis.gd/contact.",Idc Lawl,1,"Nov 06, 2024",UpdateUi;SeeServerAndDmList
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,3c313cd0-465b-4c8c-9950-63e28e897a5f,Great Coredao Coine & Great Technology for alls. Can join fast.,,Ashok Ramakhand Dube (Ashok Kumar dubey),5,"Nov 06, 2024",GreatCoredaoCoine
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,2ffe6426-8d8e-4915-87b2-66e66e29eb77,Good apps 👍,,Sujoy Sing,4,"Nov 06, 2024",GoodApp
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,e7bc3de9-28ed-47b0-bad2-b75c70c4e870,If you made a kids app then it wouldve been better,"Thanks for your feedback! If you're having trouble getting started or navigating the app, our beginner's guide can help: https://support.discord.com/hc/en-us/articles/360046618751",ailemma seno,1,"Nov 06, 2024",MakeKidApp
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,ed93071c-5f58-4673-9eb5-2b72873e6b54,Great app,,Jack Williams,5,"Nov 06, 2024",GreatApp
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,957ca648-854f-44e4-83f0-569d85faf4c5,Hii super quality video,,Sushila Kumari,5,"Nov 06, 2024",HiiSuperQualityVideo
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,276f128b-b859-4d60-8475-22adfd63b075,Good app. But legecy username bage is not showing in letest verson so 1 star cut and it has privecy issu so 1 star but good app no harm,"Thanks for your feedback! If there are any features you'd like to see improved, feel free to post your suggestion on our Feedback page: dis.gd/feedback",Dabe Howlader,3,"Nov 06, 2024",GoodApp;HavePrivecyIssu
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,7fb42cb3-19db-4894-bd8e-fc82cff218d2,"In terms of being able to chat with communities (such as gaming communities), Discord is good. However, it would help if there would be an option to not show gross emoticons (poop; vomit) for those of us heavily sensitive to such imagery (they upset my stomach from merely glimpsing). Mentioning such a difficulty in a large community has some users decide to do it much more, and it's not stuff moderators care about.","Oh no! If you're encountering messaging issues within the app, could you please submit a support ticket, so we can look into the matter further?: dis.gd/contact",Trevor Renfro,4,"Nov 06, 2024",ShowGrossEmoticon;MentionSuchDifficulty
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,c4018a9e-57b8-400d-8b9c-4d94faeb021b,"Edit: as I already said in my review, did all the restarts already. Doesn't work. Will try the article Current bugs mean on video chat the other person shows as a blank screen with a camera with a red line through it. Uninstalling and reinstalling only fixed it for a few days. Started using WhatsApp instead","Try reinstalling the app and restarting your device to see if it resolves the issue. If problems persist, check out this article for more help: https://support.discord.com/hc/en-us/articles/13148417007767",Quinn Lance,2,"Nov 06, 2024",Edit;TryArticle;UseWhatsapp
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,be09132d-2cb6-44e0-b2a7-02278b6e7b3a,"touch grass , feels nice",,White -_-Glitch,5,"Nov 06, 2024",TouchGrass
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,907fc03a-2b74-49d8-bd3e-03fa408b3cd5,"I accidentally uninstalled discord but when I join back it apparently said ""new login detected"" so I obviously went to my email and said that my ""IP link is expired"" discord pls fix it","If you're logged in on another device, you can disable 2FA in User Settings. Without backup codes, follow the steps here: https://support.discord.com/hc/en-us/articles/115001221072",Shirley Patague,1,"Nov 06, 2024",UninstalleDiscord
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,b7458b14-6574-4489-92c9-b11e1db55e99,"Doxxed 2 times. lol apps a waste of time,had it for about 7 years now,and i'm casually gonna say don't use this app if you dont want to get your info leaked.",,Voltarun,1,"Nov 06, 2024",UseApp
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,754cf12e-0c75-4aa5-b11e-bb0ca1e85400,mic issue,"Try restarting your device and reinstalling the app. If that doesn't improve the mic performance, follow these troubleshooting steps: https://dis.gd/mobile-voice-help",Nikhil Netam,2,"Nov 06, 2024",MicIssue
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,824890e6-47f1-4faa-8c50-84da5d220724,I really hate this nex update the verification required I kept putting my number and it's not working it's so scam I can't not open my discord ever again,"To solve your verification issue, please refer to the steps in this guide for a detailed process: https://support.discord.com/hc/en-us/articles/6181726888215. We’re here to assist you through this.",John Cymone Bonus,1,"Nov 06, 2024",HateNexUpdate
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,ccca140f-bf53-447a-b9f8-cf7e7120278f,I HATE how they made sending videos from 1 min to 30 second genuinely what's wrong with you discord your communication gaming platform and we can't send 1 min video,,ice wolf Diamond,1,"Nov 06, 2024",SendVideo
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,6b9e16ad-08c9-462f-8bb2-90ee6e555a68,"I'm rating the app itself, not the platform.","Check out our Help Center article explaining the new mobile design: https://support.discord.com/hc/articles/12654190110999. If you need further assistance, contact our support team.",Silvia Narity,3,"Nov 06, 2024",RateApp
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,ae775c71-bb7a-4971-8e84-2204ecb06b54,Describe your experience (optional),"We appreciate your feedback! If you're finding the app complicated, check out our beginner's guide here: https://support.discord.com/hc/en-us/articles/360046618751",Emily,3,"Nov 06, 2024",DescribeExperience
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,21f610a2-6b7b-4ced-a588-5aaff031017d,Guarantee I get a copy pasted bot reply to my review. This app hasn't worked right on android in over a year. It bugs out constantly.,"Try reinstalling the app and restarting your device as a first step. If the issue continues, please check out the troubleshooting steps in this article: https://support.discord.com/hc/en-us/articles/13148417007767",Josh Conn,2,"Nov 06, 2024",Guarantee
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,e83ab028-4a00-422c-8865-46d2db239cb6,"Really annoying bugs always, still annoying interface. Ever since this interface if I open my discord from a notification the chat and images are all messed up. They are over sized and can't view everything, or if I want to post a pic my gallery view is messed up and super small previews, or spaces far apart. Only fix is to restart that app which shouldn't be needed.","We appreciate your feedback on the new interface. Please refer to our Help Center article for more information on the mobile redesign: https://support.discord.com/hc/articles/12654190110999. If you still face issues, feel free to contact support at dis.gd/contact.",flux rono,1,"Nov 06, 2024",ReallyAnnoyingBug;OpenDiscord;PostPic;RestartApp
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,0225133c-afaf-4964-929c-78ad051d5f05,"I would like to toggle swipe to reply off please, and it's quite laggy for any phone that's not brand new. but I can talk and play games and watch shows with friends.","If you're experiencing lag, try reinstalling the app and restarting your device to see if it resolves the issue. More troubleshooting steps can be found here: https://support.discord.com/hc/en-us/articles/13148417007767",Fandoms Galore,2,"Nov 06, 2024",ToggleSwipe;PlayGame
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,47d4fec9-347a-4ff0-ac80-2e1c1a52c97e,I know this app is really good but i am on alt account now I can't register new account I can go till user name but at age I can't put my age I'm trying it from so many times but it's happening again and again.,"If you're having registration issues, please take a look at our Help Center for guidance: https://support.discord.com/hc/en-us/articles/360046618751",Sujata Salvi,3,"Nov 06, 2024",RegisterNewAccount
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,b1ad431b-e788-4ad6-b9d0-8c90a71b4c9f,Love this app keep it up,,Courtney Mercedes Chanel Anderson,5,"Nov 06, 2024",LoveApp
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,5b57e555-b8c0-4a01-ac15-b98447f346f3,Who made this app😶I'm trying to create an account.. But whenever I put the DOB it reverts back and doesn't let me create an account🤯what do u expect me to do!?,It seems you're having trouble creating an account. Please browse through the steps in this Help Center article for better guidance: https://support.discord.com/hc/en-us/articles/360046618751,Gurdas Singh,1,"Nov 06, 2024",MakeApp;PutDob
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,6713e93a-78a3-4936-9c65-70d9740b092f,discord is a 10/10 app but I gave it a 4/5 stars because I think it would be better if there was a way to find community servers in the app/website,,Conner Lawson,4,"Nov 06, 2024",Give4/5Star
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,ba2e913e-791f-4897-ad2d-4a8edb16e357,"I'm sorry but lot of hateful lot of past people on there can never move on, Wish past people can learn to stop bothering others when others are trying to move on while other toxic people are not moving on from the past they're stuck in the past they love to harass, bully, please Discord ban hateful people, everyone deserves to be treated with respect and kindness, but allowing doxxers, harassers, not good please improve your app it would be grateful.",Please report any abuse to our Trust and Safety team by following these steps: dis.gd/howtoreport. Everyone deserves a respectful environment.,Sonic Prime Hedgehog,1,"Nov 06, 2024",BotherOther
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,36fa37d1-f21e-4f99-8ce8-3d1d61219ca0,it just works well my only critique would be the emotes that you can't use unless you have Nitro should be better highlighted,,Brianna Neal,4,"Nov 06, 2024",HaveNitro
"Discord - Talk, Play, Hang Out",com.discord,COMMUNICATION,892deabc-b9ac-44b3-a7d7-33ad57dcef5d,"For whatever reason, this app is not letting me view new messages. I don't know if I have been shadowbanned or what","We'd be happy to help if you're experiencing issues. Please submit a ticket to our team at dis.gd/contact, so we can look further into it.",Ender Hack,3,"Nov 06, 2024",ViewNewMessage
